URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/FOXNEWS_20110102_110000_FOX_and_Friends_Sunday#start/1470/end/1505,1/2/2011 11:24:45,FOXNEWS,FOX and Friends Sunday,FOXNEWS_20110102_110000_FOX_and_Friends_Sunday,https://archive.org/download/FOXNEWS_20110102_110000_FOX_and_Friends_Sunday/FOXNEWS_20110102_110000_FOX_and_Friends_Sunday.thumbs/FOXNEWS_20110102_110000_FOX_and_Friends_Sunday_001470.jpg,"bringen 0 the debate. cap and tax, the democrat solution to global warming was one of those that resulted in big republican majorities in november. and talk to joe manchin, senator from west virginia about the global warming and"
https://archive.org/details/FOXNEWS_20110127_080000_Red_Eye#start/2164/end/2199,1/27/2011 8:36:19,FOXNEWS,Red Eye,FOXNEWS_20110127_080000_Red_Eye,https://archive.org/download/FOXNEWS_20110127_080000_Red_Eye/FOXNEWS_20110127_080000_Red_Eye.thumbs/FOXNEWS_20110127_080000_Red_Eye_002160.jpg,"to your their rethat most climate change is man caused? yes. i don't believe it is true. in fairness, he said it louder than you. let's be clear. why talk about climate change,"
https://archive.org/details/FOXNEWS_20110121_080000_Red_Eye#start/662/end/697,1/21/2011 8:11:17,FOXNEWS,Red Eye,FOXNEWS_20110121_080000_Red_Eye,https://archive.org/download/FOXNEWS_20110121_080000_Red_Eye/FOXNEWS_20110121_080000_Red_Eye.thumbs/FOXNEWS_20110121_080000_Red_Eye_000660.jpg,"the panda correspondents, we ask for talking points and they september us nothing. they sit there and eat there -- they are responsible for 35% of global warming."
https://archive.org/details/FOXNEWS_20110121_210000_Your_World_With_Neil_Cavuto#start/311/end/346,1/21/2011 21:05:26,FOXNEWS,Your World With Neil Cavuto,FOXNEWS_20110121_210000_Your_World_With_Neil_Cavuto,https://archive.org/download/FOXNEWS_20110121_210000_Your_World_With_Neil_Cavuto/FOXNEWS_20110121_210000_Your_World_With_Neil_Cavuto.thumbs/FOXNEWS_20110121_210000_Your_World_With_Neil_Cavuto_000296.jpg,"and tonight more on 'follow the money,' and if you are not getting it, demand it. demand it. and the deep freeze, we have the administration continuing the global warming crack down."
https://archive.org/details/FOXNEWS_20110127_010000_The_OReilly_Factor#start/508/end/543,1/27/2011 1:08:43,FOXNEWS,The OReilly Factor,FOXNEWS_20110127_010000_The_OReilly_Factor,https://archive.org/download/FOXNEWS_20110127_010000_The_OReilly_Factor/FOXNEWS_20110127_010000_The_OReilly_Factor.thumbs/FOXNEWS_20110127_010000_The_OReilly_Factor_000510.jpg,"the time. i believe he doomed himself because the agenda will be captured by the republican congress which is going to do real stuff, big cuts in the budget, blocking carbon tax and"
https://archive.org/details/FOXNEWS_20110127_100000_The_OReilly_Factor#start/2482/end/2517,1/27/2011 10:41:37,FOXNEWS,The OReilly Factor,FOXNEWS_20110127_100000_The_OReilly_Factor,https://archive.org/download/FOXNEWS_20110127_100000_The_OReilly_Factor/FOXNEWS_20110127_100000_The_OReilly_Factor.thumbs/FOXNEWS_20110127_100000_The_OReilly_Factor_002460.jpg,"grownups are taking back over. he brings in daly, he brought him in and if you want to get re-elected, you need to get your head out of your clouds, they don't believe in global warming."
https://archive.org/details/FOXNEWS_20110101_153000_Cavuto_on_Business#start/1526/end/1561,1/1/2011 15:55:41,FOXNEWS,Cavuto on Business,FOXNEWS_20110101_153000_Cavuto_on_Business,https://archive.org/download/FOXNEWS_20110101_153000_Cavuto_on_Business/FOXNEWS_20110101_153000_Cavuto_on_Business.thumbs/FOXNEWS_20110101_153000_Cavuto_on_Business_001525.jpg,"what's in the food. but when the government tells us they're doing it to fight obesity that's totally disingenuous and wrong. from the food police to the green police. new government rules supply global warming kicking in."
https://archive.org/details/FOXNEWS_20110102_230000_FOX_News_Sunday_With_Chris_Wallace#start/527/end/562,1/2/2011 23:09:02,FOXNEWS,FOX News Sunday With Chris Wallace,FOXNEWS_20110102_230000_FOX_News_Sunday_With_Chris_Wallace,https://archive.org/download/FOXNEWS_20110102_230000_FOX_News_Sunday_With_Chris_Wallace/FOXNEWS_20110102_230000_FOX_News_Sunday_With_Chris_Wallace.thumbs/FOXNEWS_20110102_230000_FOX_News_Sunday_With_Chris_Wallace_000510.jpg,"natural gas, nuclear, something that has not happened. chris: do we need to regulate carbon. i don't think to the degree you have a carbon tax or a"
https://archive.org/details/FOXNEWS_20110124_110000_FOX_and_Friends#start/4231/end/4266,1/24/2011 12:10:46,FOXNEWS,FOX and Friends,FOXNEWS_20110124_110000_FOX_and_Friends,https://archive.org/download/FOXNEWS_20110124_110000_FOX_and_Friends/FOXNEWS_20110124_110000_FOX_and_Friends.thumbs/FOXNEWS_20110124_110000_FOX_and_Friends_004230.jpg,"an issue that's very important to them, that's climate change and global warming. they could not be more different. it would be interesting to see them sit together. put up another odd couple. representative christie noem of south dakota and senator barbara"
https://archive.org/details/FOXNEWS_20110120_140000_Americas_Newsroom#start/3602/end/3637,1/20/2011 15:00:17,FOXNEWS,Americas Newsroom,FOXNEWS_20110120_140000_Americas_Newsroom,https://archive.org/download/FOXNEWS_20110120_140000_Americas_Newsroom/FOXNEWS_20110120_140000_Americas_Newsroom.thumbs/FOXNEWS_20110120_140000_Americas_Newsroom_003600.jpg,"president's environmental policies, this is going to be front and center once again. house republicans are now hoping that they can dismantle president obama's climate change policies, from restrictions on offshore drilling, to limits on the emissions of greenhouse gas, that is how we start a brand new"
